,popularity,original_title,director,runtime,genres,release_date,vote_count,vote_average,release_year
2164,0.39362600000000003,"Tomorrow, When the War Began",Stuart Beattie,103,Action|Adventure|Drama,8/8/10,112,6.5,2010
2165,0.390858,Sint,Dick Maas,85,Horror|Comedy,10/31/10,25,4.7,2010
2166,0.389123,Into the Universe with Stephen Hawking,Iain Riddick|Martin Williams|Nathan Williams,86,Documentary,4/24/10,15,7.0,2010
2167,0.38553200000000004,GÃ´ruden suranbÃ¢,Yoshihiro Nakamura,139,Action|Comedy|Drama|Mystery|Thriller,1/30/10,11,7.3,2010
2168,0.385303,And Soon the Darkness,Marcos Efron,91,Horror|Thriller|Crime|Mystery,2/25/10,54,5.1,2010
2169,0.379104,Lottery Ticket,Erik White,99,Comedy,8/20/10,30,5.8,2010
2170,0.08289400000000001,The Pillars of the Earth,Sergio Mimica-Gezzan,421,Drama|History|Romance,7/23/10,22,7.3,2010
2171,0.375979,Extraordinary Measures,Tom Vaughan,105,Drama,1/21/10,44,5.8,2010
2172,0.374797,Family Guy Presents: It's a Trap!,Peter Shin,56,Animation|Fantasy|Comedy|Science Fiction,10/22/10,89,7.0,2010
2173,0.368927,Devil,John Erick Dowdle,80,Horror|Mystery|Thriller,1/13/10,433,5.6,2010
2174,0.368374,Kaboom,Gregg Araki,86,Science Fiction|Comedy|Mystery,8/22/10,68,5.3,2010
2175,0.364652,Welcome to the Rileys,Jake Scott,110,Drama,10/29/10,80,6.3,2010
2176,0.361861,Boy Wonder,Michael Morrissey,93,Action|Crime|Drama|Thriller,8/11/10,26,5.8,2010
2177,0.359688,HÃ¦vnen,Susanne Bier,119,Drama,8/26/10,60,7.1,2010
2178,0.359543,Sundays at Tiffany's,Mark Piznarski,88,Drama|Romance,12/6/10,16,6.0,2010
2179,0.356462,Day & Night,Teddy Newton,6,Animation|Adventure|Comedy|Family|Fantasy,6/17/10,179,7.6,2010
2180,0.348945,Cyrus,Jay Duplass|Mark Duplass,91,Comedy|Drama|Romance,6/18/10,75,6.1,2010
2181,0.346981,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,86,Action|Comedy|Crime|Thriller,1/19/10,53,5.4,2010
2182,0.34663099999999997,Daydream Nation,Michael Goldbach,98,Drama|Romance,9/10/10,35,5.7,2010
2183,0.345663,Atrocious,Fernando Barreda Luna,75,Horror|Thriller,10/15/10,24,4.8,2010
2184,0.18999100000000002,The Bunny Game,Adam Rehmeier,76,Horror,1/1/10,11,4.8,2010
2185,0.34123000000000003,Inception: The Cobol Job,Ian Kirby,15,Animation|Action|Thriller|Science Fiction,12/7/10,177,7.3,2010
2186,0.340855,Happy People: A Year in the Taiga,Werner Herzog|Dmitry Vasyukov,94,Documentary,9/3/10,22,7.1,2010
2187,0.31259499999999996,Our Family Wedding,Rick Famuyiwa,103,Comedy,3/12/10,26,5.9,2010
2188,0.146543,ì˜í˜•ì œ,Jang Hoon,116,Drama|Thriller|Foreign,2/4/10,10,6.3,2010
2189,0.335013,"Ultramarines: A Warhammer 40,000 Movie",Martyn Pick,76,Animation|Science Fiction,12/10/10,15,5.5,2010
2190,0.334115,Double Wedding,Craig Pryce,87,Comedy|Drama|Romance,7/20/10,12,5.3,2010
2191,0.332904,Halo Legends,Shinji Aramaki|Hideki Futamura,93,Action|Animation|Science Fiction,2/16/10,19,7.2,2010
2192,0.331978,Free Willy: Escape From Pirate's Cove,Will Geiger,75,Action|Adventure|Drama|Family,3/23/10,22,5.1,2010
2193,0.328667,Barney's Version,Richard J. Lewis,134,Comedy|Drama,10/26/10,70,6.9,2010
2194,0.32716,Frankie & Alice,Geoffrey Sax,101,Drama|Thriller,5/17/10,14,5.7,2010
2195,0.255051,The People vs. George Lucas,Alexandre O. Philippe,93,Documentary,3/14/10,19,5.9,2010
2196,0.3261,Edge of Darkness,Martin Campbell,117,Crime|Drama|Mystery|Thriller,1/29/10,276,6.0,2010
2197,0.321863,Altitude,Kaare Andrews,90,Horror|Action|Thriller|Science Fiction,10/10/10,36,4.8,2010
2198,0.321694,The Reef,Andrew Traucki,94,Drama|Horror|Thriller,5/15/10,59,5.3,2010
2199,0.32616799999999996,The Clinic,James Rabbitts,94,Mystery|Horror|Thriller|Crime,10/10/10,25,5.1,2010
2200,0.319013,En ganske snill mann,Hans Petter Moland,103,Comedy|Crime|Drama,3/19/10,14,6.3,2010
2201,0.318587,4.3.2.1,Noel Clarke|Mark Davis,117,Action|Thriller|Crime|Romance,6/2/10,37,5.9,2010
2202,0.315527,Dirty Girl,Abe Sylvia,90,Drama|Comedy,9/12/10,36,6.2,2010
2203,0.312322,The Tree,Julie Bertuccelli,100,Drama,5/23/10,23,6.7,2010
2204,0.309807,Bereavement,Stevan Mena,103,Crime|Horror|Mystery,7/16/10,12,5.9,2010
2205,0.308417,Minions: Orientation Day,Kyle Balda|Samuel Tourneux,4,Animation|Comedy|Family,12/13/10,79,7.0,2010
2206,0.30735100000000004,The Chosen One,Rob Schneider,101,Comedy,9/3/10,10,5.1,2010
2207,0.346071,Catfish,Henry Joost|Ariel Schulman,87,Documentary,9/17/10,125,6.4,2010
2208,0.302377,Furry Vengeance,Roger Kumble,92,Comedy,4/2/10,75,4.7,2010
2209,0.301054,Casino Jack,George Hickenlooper,108,Crime|Comedy|Drama,9/16/10,43,6.0,2010
2210,0.30028299999999997,Kites,Anurag Basu,131,Drama|Action|Romance,5/21/10,30,5.8,2010
2211,0.297737,Quantum Apocalypse,Justin Jones,93,TV Movie|Science Fiction,2/24/10,11,3.3,2010
2212,0.29666,Hatchet II,Adam Green,89,Horror|Comedy|Thriller,8/26/10,42,5.1,2010
2213,0.287095,The First Grader,Justin Chadwick,103,Romance|Drama,9/4/10,16,5.5,2010
2214,0.7570819999999989,The Pacific,Jeremy Podeswa|Tim Van Patten|David Nutter|Graham Yost|Carl Franklin|Tony To,540,War|Drama|Action|Adventure|History,5/16/10,183,7.8,2010
2215,0.289545,Chun sing gai bei,Benny Chan,110,Action|Thriller|Science Fiction|Foreign,8/11/10,11,5.0,2010
2216,0.28946900000000003,Lake Placid 3,G.E. Furst,93,Horror|Action|Science Fiction|Thriller,8/21/10,16,3.3,2010
2217,0.289022,The Myth of the American Sleepover,David Robert Mitchell,93,Romance|Comedy|Drama,5/17/10,18,6.3,2010
2218,0.286433,Harriet the Spy: Blog Wars,Ron Oliver,90,Comedy|Drama|Family|TV Movie,1/1/10,25,4.1,2010
2219,0.28568699999999997,Brotherhood,Will Canon,79,Drama|Action|Thriller,1/1/10,13,6.0,2010
2220,0.28324099999999997,Dylan Dog: Dead of Night,Kevin Munroe,107,Action|Comedy|Horror|Mystery|Science Fiction,10/26/10,69,4.9,2010
2221,0.281852,Scott Pilgrim vs. the Animation,,4,TV Movie|Animation|Adventure,8/10/10,19,7.7,2010
2222,0.279938,Ben Hur,Steve Shill,184,Family|History|Action|Drama,5/1/10,14,6.4,2010
2223,0.27868899999999996,Road Train,Dean Francis,90,Horror|Thriller|Science Fiction,5/28/10,14,3.2,2010
2224,0.27826799999999996,Lying to Be Perfect,Gary Harvey,89,Comedy,1/30/10,23,5.8,2010
2225,0.276859,Third Star,Hattie Dalton,92,Drama,6/1/10,18,7.1,2010
2226,0.49421400000000004,Milf,Scott Wheeler,88,Comedy,10/17/10,11,3.9,2010
2227,0.275607,Howl,Rob Epstein|Jeffrey Friedman,84,Drama,8/26/10,45,6.8,2010
2228,0.27519,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,10/1/10,25,6.7,2010
2229,0.271442,Tiny Furniture,Lena Dunham,99,Comedy,11/12/10,29,5.8,2010
2230,0.271381,The Perfect Game,William Dear,118,Drama|Family,4/1/10,12,5.7,2010
2231,0.269283,Happythankyoumoreplease,Josh Radnor,100,Comedy|Romance,1/20/10,51,6.4,2010
2232,0.26795,Scrat's Continental Crack-Up,Steve Martino|Mike Thurmeier,3,Animation,12/25/10,20,7.1,2010
2233,0.26564899999999997,The Prince & Me 4: The Elephant Adventure,Catherine Cyran,90,Comedy|Romance,3/23/10,14,5.8,2010
2234,0.284327,Jesse Stone: No Remorse,Robert Harmon,87,Drama|Thriller|Crime|Mystery,5/9/10,10,5.9,2010
2235,0.260669,Dead Space: Aftermath,Mike Disa,85,Animation|Horror|Science Fiction,12/31/10,19,5.7,2010
2236,0.25964899999999996,Prowl,Patrik Syversen,81,Horror|Thriller,9/4/10,17,4.2,2010
2237,0.2596,Stake Land,Jim Mickle,98,Drama|Horror|Action|Thriller|Science Fiction,9/30/10,143,6.2,2010
2238,0.257311,DC Showcase: Jonah Hex,Joaquim Dos Santos,12,Animation|Action|Western,7/27/10,11,6.0,2010
2239,0.256392,Super Hybrid,Eric Valette,95,Horror,1/1/10,14,3.5,2010
2240,0.247732,Bill Burr: Let It Go,Shannon Hartman,65,Comedy,9/18/10,12,8.0,2010
2241,0.162356,Red White & Blue,Simon Rumley,102,Drama|Thriller,10/8/10,13,5.7,2010
2242,0.252021,Pregnancy Pact,Rosemary Rodriguez,87,Drama,1/23/10,26,4.5,2010
2243,0.187905,Restrepo,Tim Hetherington|Sebastian Junger,93,Documentary|War,6/25/10,78,7.1,2010
2244,0.25054,The Warrior's Way,Sngmoo Lee,100,Adventure|Fantasy|Action|Western|Thriller,12/2/10,74,6.4,2010
2245,0.377897,Hubble 3D,Toni Myers,44,Documentary,3/19/10,31,6.5,2010
2246,0.24657800000000002,Burke & Hare,John Landis,91,Comedy|Thriller,10/29/10,75,6.0,2010
2247,0.245627,Abandoned,Michael Feifer,93,Drama|Mystery|Thriller,8/24/10,23,4.8,2010
2248,0.24543800000000002,Beautiful Boy,Shawn Ku,100,Drama,9/12/10,13,5.9,2010
2249,0.24494699999999997,Scooby-Doo! Abracadabra-Doo,Spike Brandt,75,Animation|Comedy|Family|Mystery,2/16/10,12,6.4,2010
2250,0.2448,Space Chimps 2: Zartog Strikes Back,John H. Williams,76,Animation|Family,5/26/10,17,5.0,2010
2251,0.243848,Lost Boys: The Thirst,Darlo Piana,81,Action|Adventure|Comedy,5/12/10,26,5.3,2010
2252,0.559371,Elektra Luxx,Sebastian Gutierrez,98,Action|Comedy|Drama,3/14/10,23,4.2,2010
2253,0.241802,The Traveler,Michael Oblowitz,96,Horror|Thriller,10/1/10,10,6.0,2010
2254,0.24154099999999998,Inhale,Baltasar KormÃ¡kur,100,Drama|Action|Thriller,8/27/10,21,5.9,2010
2255,0.24040300000000003,Four Lions,Chris Morris,101,Comedy|Crime|Drama,5/7/10,262,7.0,2010
2256,0.23779699999999998,Les 7 jours du talion,Daniel Grou,105,Drama|Horror|Thriller,6/22/10,23,6.3,2010
2257,0.280412,Beneath Hill 60,Jeremy Sims,122,Drama|History|War,4/15/10,28,7.6,2010
2258,0.23457399999999998,2010: Moby Dick,Trey Stokes,87,Action|Adventure|Drama|Horror|Science Fiction,11/23/10,17,2.5,2010
2259,0.408233,Brighton Rock,Rowan Joffe,111,Drama|Thriller|Crime,9/13/10,22,5.4,2010
2260,0.230821,X,Jon Hewitt,90,Action|Thriller|Romance,12/31/10,20,5.3,2010
2261,0.22912399999999997,Exorcismus,Manuel Carballo,98,Foreign|Horror|Thriller,12/29/10,24,5.5,2010
2262,0.22840500000000002,Cemetery Junction,Ricky Gervais|Stephen Merchant,95,Drama|Comedy,4/14/10,42,6.8,2010
2263,0.22804499999999997,Aziz Ansari: Intimate Moments for a Sensual Evening,Jason Woliner,56,Comedy,1/19/10,14,6.4,2010
2264,0.227437,Gekijouban Trigun: Badlands Rumble,Satoshi Nishimura,95,Action|Comedy|Animation,4/2/10,15,7.7,2010
2265,0.227258,Winnebago Man,Ben Steinbauer,85,Comedy|Documentary,7/9/10,13,6.0,2010
2266,0.339125,ExTerminators,John Inwood,92,Comedy|Drama,1/5/10,17,5.2,2010
2267,0.224505,NEDs,Peter Mullan,124,Drama,10/8/10,24,6.5,2010
2268,0.224171,Les MisÃ©rables in Concert - The 25th Anniversary,Nick Morris,178,History|Music,10/3/10,13,7.7,2010
2269,0.222293,Life Cycles,Derek Frankowski,47,Documentary,10/2/10,27,8.8,2010
2270,0.222257,"Montevideo, Bog te video!",Dragan BjelogrliÄ‡,140,Adventure|Drama|History|Romance,12/19/10,11,7.3,2010
2271,0.219619,The Four-Faced Liar,Jacob Chase,87,Comedy|Drama|Romance,1/1/10,10,5.2,2010
2272,0.218552,I'm Still Here,Casey Affleck,107,Music|Comedy|Drama,9/10/10,49,6.2,2010
2273,0.218279,An Invisible Sign,Marilyn Agrelo,96,Family|Drama|Romance|Comedy,10/6/10,26,4.9,2010
2274,0.216759,Father of Invention,Trent Cooper,93,Comedy|Drama,2/14/10,23,4.9,2010
2275,0.21650300000000003,Waste Land,Lucy Walker,90,Documentary|Foreign,1/24/10,23,7.8,2010
2276,0.21633899999999998,WikiRebels: The Documentary,Bosse Lindquist,58,Documentary,12/12/10,12,7.0,2010
2277,0.214381,The Extra Man,Shari Springer Berman|Robert Pulcini,108,Comedy,8/1/10,18,5.9,2010
2278,0.213623,Cheerleader Camp,Mark Quod,95,Comedy|Drama,7/27/10,11,2.7,2010
2279,0.212376,The Final,Joey Stewart,93,Drama|Horror|Thriller,1/28/10,37,6.2,2010
2280,0.211508,Mega Shark vs. Crocosaurus,Christopher Ray,90,Action|Horror|Science Fiction,12/21/10,15,2.4,2010
2281,0.20159100000000002,Submarino,Thomas Vinterberg,105,Drama|Foreign,9/1/10,25,7.0,2010
2282,0.210425,Riverworld,Stuart Gillard,178,Drama|Science Fiction|Thriller,4/18/10,10,3.7,2010
2283,0.385851,The Romantics,Galt Niederhoffer,95,Comedy|Drama|Romance,9/10/10,46,4.8,2010
2284,0.210231,Nine Dead,Chris Shadley,98,Crime|Drama|Horror|Thriller,1/1/10,43,5.2,2010
2285,0.208862,Wonders of the Solar System,Michael Lachmann|Paul Olding,60,Documentary,8/4/10,10,5.1,2010
2286,0.207234,"Bo Burnham: Words, Words, Words",,63,Comedy,10/19/10,13,6.5,2010
2287,0.241085,Robot Chicken: Star Wars Episode III,Chris McKay,45,Comedy|Science Fiction,12/19/10,16,6.2,2010
2288,0.20523000000000002,Repeaters,Carl Bessai,89,Science Fiction|Thriller|Drama,1/1/10,26,5.2,2010
2289,0.204591,Captifs,Yann Gozlan,84,Horror|Thriller,10/6/10,16,5.5,2010
2290,0.203502,Across the Line: The Exodus of Charlie Wright,,94,Drama|Action|Thriller|Crime,12/28/10,11,6.0,2010
2291,0.201727,Arctic Blast,Brian Trenchard-Smith,92,Science Fiction,5/30/10,24,4.4,2010
2292,0.200531,Scooby-Doo! Camp Scare,Ethan Spaulding,72,Animation|Comedy|Family,9/14/10,11,6.9,2010
2293,0.200241,Hunt to Kill,Keoni Waxman,98,Action|Adventure|Thriller,11/6/10,18,5.1,2010
2294,0.286429,Bal,Semih KaplanoÄŸlu,103,Drama,4/9/10,15,5.8,2010
2295,0.196975,For Colored Girls,Tyler Perry,134,Drama,11/5/10,14,7.3,2010
2296,0.196856,The Cutting Edge: Fire & Ice,Stephen Herek,90,Drama|Romance,3/14/10,14,5.4,2010
2297,0.195641,Territories,Olivier Abbou,95,Thriller|Horror,10/19/10,13,5.9,2010
2298,0.194905,Slow Torture Puke Chamber,Lucifer Valentine,75,Horror,7/27/10,11,2.4,2010
2299,0.187445,Oranges and Sunshine,Jim Loach,100,Drama,10/8/10,15,6.0,2010
2300,0.184116,Waiting for 'Superman',Davis Guggenheim,102,Documentary,9/24/10,26,6.9,2010
2301,0.182077,The Trip,Michael Winterbottom,107,Comedy|Drama,9/1/10,61,7.1,2010
2302,0.21730500000000003,The Presence,Tom Provost,83,Drama|Horror|Thriller,8/4/10,13,4.3,2010
2303,0.181532,Balada triste de trompeta,Ãlex de la Iglesia,101,Drama|Action|Thriller|Foreign,12/17/10,44,6.2,2010
2304,0.180345,Comme les 5 doigts de la main,Alexandre Arcady,117,Crime,4/28/10,21,5.8,2010
2305,0.178957,The Shrine,Jon Knautz,85,Horror,10/14/10,24,5.5,2010
2306,0.17845,Zwart Water,Elbert van Strien,112,Horror,3/11/10,10,5.8,2010
2307,0.260805,F,Johannes Roberts,79,Horror|Thriller,9/7/10,12,5.5,2010
2308,0.1776,Primal,Josh Reed,80,Horror|Thriller|Foreign,8/26/10,10,5.0,2010
2309,0.175586,Elena Undone,Nicole Conn,111,Drama|Romance,6/25/10,20,6.8,2010
2310,0.175217,Temple Grandin,Mick Jackson,108,Drama,2/6/10,48,7.5,2010
2311,0.174224,Peep World,Barry W. Blaustein,79,Comedy,9/15/10,10,4.9,2010
2312,0.173474,Sharktopus,Declan O'Brien,89,Horror|Comedy|Science Fiction|Thriller,9/25/10,23,4.8,2010
2313,0.172275,Tick Tock Tale,Dean Wellins,6,Animation,6/10/10,13,8.3,2010
2314,0.171948,Five Minarets in New York,Mahsun KÄ±rmÄ±zÄ±gÃ¼l,119,Drama,3/9/10,18,6.6,2010
2315,0.17161500000000002,Listen to Your Heart,,0,Drama|Music|Romance,8/14/10,29,7.3,2010
2316,0.170851,è‰‹èˆº,Doze Niu Cheng-Tse,140,Thriller,2/5/10,13,6.6,2010
2317,0.170821,Meek's Cutoff,Kelly Reichardt,104,Drama|Western,9/5/10,39,6.3,2010
2318,0.170408,Barbie in A Mermaid Tale,,75,Animation|Family|Fantasy,1/26/10,35,6.3,2010
2319,0.168177,Ceremony,Max Winkler,89,Comedy|Romance,10/8/10,10,5.7,2010
2320,0.16758699999999999,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,118,Comedy|Romance,8/12/10,27,7.6,2010
2321,0.167247,Shank,Mo Ali,90,Action|Drama|Thriller,8/21/10,16,5.2,2010
2322,0.160701,Astral City: A Spiritual Journey,Wagner de Assis,109,Drama,5/10/10,12,6.5,2010
2323,0.526537,Made in Dagenham,Nigel Cole,113,Comedy|Drama|History,9/11/10,52,6.7,2010
2324,0.15835,The Dead,Howard J. Ford|Jonathan Ford,105,Horror|Action|Thriller|Science Fiction,8/30/10,31,5.3,2010
2325,0.157333,Mega Piranha,Eric Forsberg,92,Action|Adventure|Horror|Science Fiction,4/10/10,26,2.8,2010
2326,0.1553,Prep & Landing Stocking Stuffer: Operation: Secret Santa,Kevin Deters|Stevie Wermers,7,Animation|Family,12/7/10,13,6.7,2010
2327,0.12869,Twelve,Joel Schumacher,93,Thriller|Drama|Action|Crime,7/30/10,56,5.9,2010
2328,0.155084,Mortal Kombat: Rebirth,Kevin Tancharoen,8,Action,6/8/10,20,7.2,2010
2329,0.155075,Dante's Inferno: An Animated Epic,ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,84,Action|Adventure|Animation|Fantasy|Horror,2/9/10,40,6.0,2010
2330,0.150784,DMT: The Spirit Molecule,Mitch Schultz,75,Documentary,10/15/10,12,6.2,2010
2331,0.150336,Chain Letter,Deon Taylor,96,Horror|Thriller,10/1/10,15,3.8,2010
2332,0.14844200000000002,Essential Killing,Jerzy Skolimowski,84,Thriller|War,9/6/10,17,5.7,2010
2333,0.147222,Is It Just Me?,J.C. Calciano,90,Drama|Comedy|Romance,1/15/10,11,6.3,2010
2334,0.145026,Rush: Beyond the Lighted Stage,Sam Dunn|Scot McFadyen,107,Documentary|Music,6/29/10,14,8.4,2010
2335,0.14489200000000002,The Perfect Host,Nick Tomnay,93,Comedy|Thriller|Crime,7/1/10,47,5.8,2010
2336,0.141985,Triple Dog,Pascal Franchot ,92,Drama|Thriller,5/10/10,20,6.1,2010
2337,0.140371,Legendary,Mel Damski,107,Drama,9/9/10,12,6.6,2010
2338,0.140251,Why Did I Get Married Too?,Tyler Perry,121,Comedy|Romance,4/2/10,21,6.0,2010
2339,0.25260900000000003,The Boy Who Cried Werewolf,Eric Bross,97,Family|Fantasy|Horror|TV Movie,10/22/10,31,5.7,2010
2340,0.010185,180Â° South,Chris Malloy,86,Comedy|Documentary|Drama,2/10/10,12,6.0,2010
2341,0.136215,The Frankenstein Syndrome,Sean Tretta,88,Horror|Science Fiction,10/1/10,12,4.8,2010
2342,0.132502,Toast,S.J. Clarkson,90,Drama|Comedy|History|Family,12/30/10,44,6.1,2010
2343,0.131526,Resident Evil: Afterlife,Paul W.S. Anderson,97,Action|Adventure|Horror|Science Fiction,9/9/10,882,5.8,2010
2344,0.131328,Growth,Gabriel Cowan,90,Horror|Science Fiction|Thriller,1/29/10,11,4.9,2010
2345,0.13001600000000002,ProtÃ©ger et servir,Eric Lavaine,90,Comedy,1/22/10,11,5.0,2010
2346,0.129442,Revenge of the Bridesmaids,James Hayman,87,Comedy|Romance,7/18/10,48,5.9,2010
2347,0.126182,High School,John Stalberg,99,Comedy,6/3/10,26,5.0,2010
2348,0.191889,Beyond the Black Rainbow,Panos Cosmatos,110,Fantasy|Science Fiction|Horror,12/3/10,30,5.3,2010
2349,0.12315799999999999,American Grindhouse,Elijah Drenner,80,Documentary|History,3/13/10,10,6.0,2010
2350,0.120636,Peacock,Michael Lander,90,Mystery|Thriller,4/20/10,22,6.2,2010
2351,0.20532899999999998,BÃ©bÃ©s,Thomas BalmÃ¨s,79,Documentary,5/7/10,36,7.2,2010
2352,0.067885,A Little Help,Michael J. Weithorn,109,Comedy|Drama|Romance,7/22/10,13,5.2,2010
2353,0.10772899999999999,Letters to God,David Nixon|Patrick Doughtie,110,Action|Drama|Family|Thriller,4/9/10,24,6.7,2010
2354,0.107503,Alien vs. Ninja,Seiji Chiba,81,Horror|Action|Thriller|Science Fiction,7/3/10,17,3.5,2010
2355,0.30892800000000004,Cosa voglio di piÃ¹,Silvio Soldini,121,Drama|Romance|Foreign|Comedy,4/30/10,13,4.9,2010
2356,0.137397,Devil's Playground,Mark McQueen,93,Horror|Action,8/21/10,13,4.8,2010
2357,0.10463499999999999,Chico & Rita,Tono Errando|Javier Mariscal|Fernando Trueba,94,Animation|Music|Romance,11/19/10,31,6.4,2010
2358,0.18021700000000002,Parked,Darragh Byrne,94,Drama,9/1/10,10,5.6,2010
2359,0.27632199999999996,Vanishing on 7th Street,Brad Anderson,92,Drama|Horror|Thriller,9/11/10,83,4.8,2010
2360,0.097594,Te presento a Laura,Fez Ortega,98,Romance|Comedy|Drama,10/29/10,11,6.6,2010
2361,0.09501799999999999,Li Xiao Long,Manfred Wong|Raymond Yip Wai-Man,129,Drama,11/25/10,10,6.5,2010
2362,0.021644999999999998,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Saratswadee Wongsomphet,107,Comedy|Romance,12/16/10,13,7.8,2010
2363,0.267278,The Rig,Peter Atencio,90,Action|Horror|Science Fiction|Thriller,10/5/10,16,4.1,2010
2364,0.11104800000000001,All About Evil,Joshua Grannell,98,Horror,5/1/10,10,5.4,2010
2365,0.25427,Holy Rollers,Kevin Asch,89,Crime|Drama|Thriller,5/21/10,17,6.1,2010
2366,0.090543,Break Ke Baad,Danish Aslam,120,Drama|Comedy|Romance|Foreign,11/26/10,11,6.0,2010
2367,0.087585,Gasland,Josh Fox,107,Documentary,1/24/10,22,7.0,2010
2368,0.071963,"Fat, Sick & Nearly Dead",Joe Cross|Kurt Engfehr,97,Documentary,4/16/10,36,7.2,2010
2369,0.095444,The Two Escobars,Jeff Zimbalist|Michael Zimbalist,100,Crime|Documentary,6/22/10,12,7.5,2010
2370,0.0818919999999999,Freshman Father,Michael Scott,0,,6/5/10,12,5.8,2010
2371,0.081724,600 kilos d'or pur,Ã‰ric Besnard,100,Adventure,3/7/10,10,5.1,2010
2372,0.0781299999999999,The Encounter,David A.R. White,85,Drama|Family,5/3/10,11,4.9,2010
2373,0.150035,Birdemic: Shock and Terror,James Nguyen,95,Horror|Science Fiction,2/27/10,30,2.1,2010
2374,0.153853,Kevin Hart: Seriously Funny,Shannon Hartman,72,Comedy,7/20/10,37,7.7,2010
2375,0.068941,BearCity,Douglas Langway,103,Comedy|Romance,6/8/10,10,5.5,2010
2376,0.068411,Doctor Who: A Christmas Carol,,62,,12/25/10,11,7.7,2010
2377,0.066704,ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ,Seon-dong Yu,82,Horror,7/28/10,13,5.2,2010
2378,0.028227,Action Replayy,Vipul Amrutlal Shah,100,Drama|Comedy|Romance|Foreign,11/5/10,11,4.9,2010
2379,0.066188,Veer,Anil Sharma,160,Action|Foreign,1/22/10,12,5.0,2010
2380,0.065833,Christmas Cupid,Gil Junger,85,TV Movie|Fantasy|Comedy|Romance|Family,12/12/10,33,5.1,2010
2381,0.06497,Once Upon a Time in Mumbaai,Milan Luthria,135,Drama|Thriller|Crime,7/30/10,13,7.0,2010
2382,0.0653909999999999,Une Petite zone de turbulences,Alfred Lot,108,Comedy,1/12/10,10,5.5,2010
2383,0.225569,The Drawn Together Movie: The Movie!,Greg Franklin,70,Animation|Comedy,4/20/10,23,6.7,2010
2384,0.064038,FRED: The Movie,Clay Weiner,89,Comedy|Family,9/18/10,17,3.9,2010
2385,0.063325,Strapped,Joseph Graham,95,Drama,9/24/10,11,4.4,2010
2386,0.06447,Lemmy,Greg Olliver|Wes Orshoski,116,Music|Documentary,3/15/10,21,6.9,2010
2387,0.06324,Secretariat,Randall Wallace,123,Drama,8/20/10,52,6.6,2010
2388,0.057892,What if...,Dallas Jenkins,111,Drama|Comedy|Romance|Family,8/20/10,13,6.5,2010
2389,0.052322,Bill Cunningham New York,Richard Press,84,Documentary,3/24/10,16,8.1,2010
2390,0.0506,DC Showcase: Green Arrow,Joaquim Dos Santos,11,Animation|Adventure,9/28/10,19,7.3,2010
2391,0.050481,I Hate Luv Storys,Punit Malhotra,135,Drama|Comedy|Romance|Foreign,7/2/10,27,6.6,2010
2392,0.049803,Tabloid,Errol Morris,87,Documentary,10/1/10,24,6.3,2010
2393,0.048672,Never Sleep Again: The Elm Street Legacy,Daniel Farrands|Andrew Kasch,240,Documentary,5/4/10,15,7.1,2010
2394,0.046872000000000004,Louis C.K.: Hilarious,Louis C.K.,84,Comedy,1/26/10,37,7.9,2010
2395,0.227962,Burakku Rokku ShÅ«tÄ,Shinobu Yoshioka,52,Action|Animation|Drama|Fantasy|Thriller,7/24/10,11,6.4,2010
2396,0.006640000000000001,The American Matrix - Age Of Deception,B.A. Brooks,120,Documentary,1/1/10,11,4.1,2010
2397,0.033048,The Making of The Walking Dead,,30,Documentary,7/31/10,42,8.4,2010
2398,0.028456,Boy,Taika Waititi,87,Drama|Comedy,2/14/10,26,7.3,2010
2399,0.025935000000000003,Cropsey,Joshua Zeman|Barbara Brancaccio,85,Documentary|Horror,4/29/10,31,6.1,2010
2400,0.037806,Il reste du jambon ?,Anne Depetrini,90,Comedy,10/27/10,19,4.7,2010
2401,0.067753,Opeth: In Live Concert At The Royal Albert Hall,,163,Music,9/21/10,10,8.6,2010
2402,0.019247999999999998,I'm Here,Spike Jonze,30,Drama,3/1/10,28,7.4,2010
2403,0.06762,Yu-Gi-Oh! 3D: Bonds Beyond Time,,60,Animation|Fantasy,1/23/10,10,6.0,2010
2404,0.009766,A Horrible Way to Die,Adam Wingard,87,Horror|Thriller,9/14/10,12,4.7,2010
2405,0.033845,Into Eternity,Michael Madsen,75,Documentary,11/12/10,15,7.6,2010
2406,0.0637539999999999,As Melhores Coisas do Mundo,LaÃ­s Bodanzky,100,Comedy,5/22/10,10,6.4,2010
